,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,1988-01-11,5.658770316507835,-11.865540668819596,-0.2112299488363175,5.658770316507835,5.658770316507835,-11.731800885613099,-11.731800885613099,-11.731800885613099,-0.24544953647672463,-0.24544953647672463,-0.24544953647672463,-11.486351349136374,-11.486351349136374,-11.486351349136374,0.0,0.0,0.0,-6.073030569105264
11,1988-01-12,5.660538277730772,-11.525193269069717,0.49649146912536,5.660538277730772,5.660538277730772,-11.300090387280248,-11.300090387280248,-11.300090387280248,0.05335966115948583,0.05335966115948583,0.05335966115948583,-11.353450048439733,-11.353450048439733,-11.353450048439733,0.0,0.0,0.0,-5.639552109549476
12,1988-01-13,5.662306238953708,-11.733073144071453,0.06107537252991262,5.662306238953708,5.662306238953708,-11.243968336017327,-11.243968336017327,-11.243968336017327,-0.014807118263822933,-0.014807118263822933,-0.014807118263822933,-11.229161217753504,-11.229161217753504,-11.229161217753504,0.0,0.0,0.0,-5.581662097063618
13,1988-01-14,5.664074200176645,-11.683228549208335,0.573935540613758,5.664074200176645,5.664074200176645,-11.222555765668089,-11.222555765668089,-11.222555765668089,-0.10871997537557955,-0.10871997537557955,-0.10871997537557955,-11.113835790292509,-11.113835790292509,-11.113835790292509,0.0,0.0,0.0,-5.5584815654914435
14,1988-01-15,5.665842161399582,-11.0849686167725,0.40661749571507555,5.665842161399582,5.665842161399582,-10.91087732970026,-10.91087732970026,-10.91087732970026,0.09679060215926308,0.09679060215926308,0.09679060215926308,-11.007667931859523,-11.007667931859523,-11.007667931859523,0.0,0.0,0.0,-5.245035168300677
15,1988-01-16,5.667610122622519,-10.927933661321015,0.3865298716597101,5.667610122622519,5.667610122622519,-10.89855547730003,-10.89855547730003,-10.89855547730003,0.012167015484507542,0.012167015484507542,0.012167015484507542,-10.910722492784538,-10.910722492784538,-10.910722492784538,0.0,0.0,0.0,-5.2309453546775115
16,1988-01-17,5.669378083845456,-11.319565511836277,1.1964170192628982,5.669378083845456,5.669378083845456,-10.616305176833757,-10.616305176833757,-10.616305176833757,0.20665935131336666,0.20665935131336666,0.20665935131336666,-10.822964528147123,-10.822964528147123,-10.822964528147123,0.0,0.0,0.0,-4.946927092988301
17,1988-01-18,5.671146045068394,-11.176529482095075,0.49265048939364753,5.671146045068394,5.671146045068394,-10.989739304203553,-10.989739304203553,-10.989739304203553,-0.24544953647664416,-0.24544953647664416,-0.24544953647664416,-10.74428976772691,-10.74428976772691,-10.74428976772691,0.0,0.0,0.0,-5.3185932591351595
18,1988-01-19,5.67291400629133,-10.691271796556688,0.896114133026994,5.67291400629133,5.67291400629133,-10.621195242933643,-10.621195242933643,-10.621195242933643,0.05335966115924713,0.05335966115924713,0.05335966115924713,-10.67455490409289,-10.67455490409289,-10.67455490409289,0.0,0.0,0.0,-4.9482812366423135
19,1988-01-20,5.674681967514267,-10.985743159181133,0.940501719786575,5.674681967514267,5.674681967514267,-10.628413707156437,-10.628413707156437,-10.628413707156437,-0.01480711826415677,-0.01480711826415677,-0.01480711826415677,-10.613606588892281,-10.613606588892281,-10.613606588892281,0.0,0.0,0.0,-4.95373173964217
20,1988-01-21,5.676449928737204,-10.977480824189668,0.8650558365830047,5.676449928737204,5.676449928737204,-10.670028058317653,-10.670028058317653,-10.670028058317653,-0.1087199753752694,-0.1087199753752694,-0.1087199753752694,-10.561308082942384,-10.561308082942384,-10.561308082942384,0.0,0.0,0.0,-4.993578129580449
21,1988-01-22,5.678217889960141,-10.78869776302445,1.094903159284826,5.678217889960141,5.678217889960141,-10.4207719912825,-10.4207719912825,-10.4207719912825,0.09679060215940888,0.09679060215940888,0.09679060215940888,-10.517562593441909,-10.517562593441909,-10.517562593441909,0.0,0.0,0.0,-4.742554101322359
22,1988-01-23,5.679985851183077,-10.478676314463248,0.978183868626743,5.679985851183077,5.679985851183077,-10.470165433335671,-10.470165433335671,-10.470165433335671,0.012167015484442288,0.012167015484442288,0.012167015484442288,-10.482332448820115,-10.482332448820115,-10.482332448820115,0.0,0.0,0.0,-4.790179582152594
23,1988-01-24,5.681753812406014,-10.900238945286667,1.3243033364117576,5.681753812406014,5.681753812406014,-10.248994053578375,-10.248994053578375,-10.248994053578375,0.2066593513134181,0.2066593513134181,0.2066593513134181,-10.455653404891795,-10.455653404891795,-10.455653404891795,0.0,0.0,0.0,-4.567240241172361
24,1988-01-25,5.683521773628952,-10.482608879658192,0.7813987918115102,5.683521773628952,5.683521773628952,-10.683093077292837,-10.683093077292837,-10.683093077292837,-0.2454495364767698,-0.2454495364767698,-0.2454495364767698,-10.437643540816067,-10.437643540816067,-10.437643540816067,0.0,0.0,0.0,-4.999571303663885
25,1988-01-26,5.685289734851889,-11.03453248376631,1.9275153608690372,5.685289734851889,5.685289734851889,-10.375146723777386,-10.375146723777386,-10.375146723777386,0.0533596611595846,0.0533596611595846,0.0533596611595846,-10.428506384936972,-10.428506384936972,-10.428506384936972,0.0,0.0,0.0,-4.689856988925497
26,1988-01-27,5.687057696074825,-10.30400342291905,1.1425915437454568,5.687057696074825,5.687057696074825,-10.443335221789662,-10.443335221789662,-10.443335221789662,-0.014807118263893892,-0.014807118263893892,-0.014807118263893892,-10.428528103525768,-10.428528103525768,-10.428528103525768,0.0,0.0,0.0,-4.756277525714837
27,1988-01-28,5.6888256572977625,-10.3651394655348,0.9825635279068623,5.6888256572977625,5.6888256572977625,-10.546788759402851,-10.546788759402851,-10.546788759402851,-0.10871997537555585,-0.10871997537555585,-0.10871997537555585,-10.438068784027296,-10.438068784027296,-10.438068784027296,0.0,0.0,0.0,-4.857963102105089
28,1988-01-29,5.690593618520699,-10.138879975766645,1.51590665589263,5.690593618520699,5.690593618520699,-10.36075744055726,-10.36075744055726,-10.36075744055726,0.0967906021589467,0.0967906021589467,0.0967906021589467,-10.457548042716207,-10.457548042716207,-10.457548042716207,0.0,0.0,0.0,-4.67016382203656
29,1988-01-30,5.692361579743636,-10.855454728290344,0.8030997082074808,5.692361579743636,5.692361579743636,-10.47525836335504,-10.47525836335504,-10.47525836335504,0.0121670154845526,0.0121670154845526,0.0121670154845526,-10.487425378839593,-10.487425378839593,-10.487425378839593,0.0,0.0,0.0,-4.782896783611404
30,1988-01-31,5.694129540966573,-10.447764458234792,1.8437934266602123,5.694129540966573,5.694129540966573,-10.321516526298879,-10.321516526298879,-10.321516526298879,0.20665935131325788,0.20665935131325788,0.20665935131325788,-10.528175877612139,-10.528175877612139,-10.528175877612139,0.0,0.0,0.0,-4.627386985332306
31,1988-02-01,5.69589750218951,-11.159219880110342,0.73565956858625,5.69589750218951,5.69589750218951,-10.825711563957533,-10.825711563957533,-10.825711563957533,-0.24544953647664,-0.24544953647664,-0.24544953647664,-10.580262027480893,-10.580262027480893,-10.580262027480893,0.0,0.0,0.0,-5.129814061768023
32,1988-02-02,5.697665463412447,-10.726497781649504,1.3306143500790153,5.697665463412447,5.697665463412447,-10.590742896836735,-10.590742896836735,-10.590742896836735,0.05335966115934593,0.05335966115934593,0.05335966115934593,-10.64410255799608,-10.64410255799608,-10.64410255799608,0.0,0.0,0.0,-4.893077433424288
33,1988-02-03,5.699433424635384,-10.786223655100695,0.6287736297002356,5.699433424635384,5.699433424635384,-10.734846437422162,-10.734846437422162,-10.734846437422162,-0.014807118264179311,-0.014807118264179311,-0.014807118264179311,-10.720039319157983,-10.720039319157983,-10.720039319157983,0.0,0.0,0.0,-5.035413012786778
34,1988-02-04,5.701201385858321,-10.977612563669368,0.4791655513553104,5.701201385858321,5.701201385858321,-10.917023283132808,-10.917023283132808,-10.917023283132808,-0.10871997537524566,-0.10871997537524566,-0.10871997537524566,-10.808303307757564,-10.808303307757564,-10.808303307757564,0.0,0.0,0.0,-5.215821897274488
35,1988-02-05,5.7029693470812575,-10.86731151301253,0.3059635133596829,5.7029693470812575,5.7029693470812575,-10.812190396193113,-10.812190396193113,-10.812190396193113,0.0967906021592722,0.0967906021592722,0.0967906021592722,-10.908980998352385,-10.908980998352385,-10.908980998352385,0.0,0.0,0.0,-5.109221049111856
36,1988-02-06,5.704737308304194,-11.332858145352164,0.3880396653462236,5.704737308304194,5.704737308304194,-11.009815138908307,-11.009815138908307,-11.009815138908307,0.012167015484487346,0.012167015484487346,0.012167015484487346,-11.021982154392795,-11.021982154392795,-11.021982154392795,0.0,0.0,0.0,-5.305077830604112
37,1988-02-07,5.706505269527132,-10.891329120862675,0.952872976802903,5.706505269527132,5.706505269527132,-10.94035092660461,-10.94035092660461,-10.94035092660461,0.20665935131332355,0.20665935131332355,0.20665935131332355,-11.147010277917934,-11.147010277917934,-11.147010277917934,0.0,0.0,0.0,-5.233845657077478
38,1988-02-08,5.708273230750068,-11.651875361507141,-0.3398245214630024,5.708273230750068,5.708273230750068,-11.52898634090596,-11.52898634090596,-11.52898634090596,-0.2454495364767657,-0.2454495364767657,-0.2454495364767657,-11.283536804429193,-11.283536804429193,-11.283536804429193,0.0,0.0,0.0,-5.820713110155891
39,1988-02-09,5.710041191973005,-11.29906859627137,0.5928478654761956,5.710041191973005,5.710041191973005,-11.377420403135496,-11.377420403135496,-11.377420403135496,0.05335966115910723,0.05335966115910723,0.05335966115910723,-11.430780064294602,-11.430780064294602,-11.430780064294602,0.0,0.0,0.0,-5.6673792111624905
40,1988-02-10,5.711809153195943,-12.18934759014586,-0.09253036309464514,5.711809153195943,5.711809153195943,-11.60249703382412,-11.60249703382412,-11.60249703382412,-0.014807118263916418,-0.014807118263916418,-0.014807118263916418,-11.587689915560205,-11.587689915560205,-11.587689915560205,0.0,0.0,0.0,-5.890687880628177
41,1988-02-11,5.71357711441888,-11.91650416506064,-0.19236125820796118,5.71357711441888,5.71357711441888,-11.861658783829531,-11.861658783829531,-11.861658783829531,-0.10871997537553209,-0.10871997537553209,-0.10871997537553209,-11.752938808454,-11.752938808454,-11.752938808454,0.0,0.0,0.0,-6.148081669410652
42,1988-02-12,5.715345075641816,-11.791699218846446,-0.29566761282973614,5.715345075641816,5.715345075641816,-11.828129270954516,-11.828129270954516,-11.828129270954516,0.09679060215898971,0.09679060215898971,0.09679060215898971,-11.924919873113506,-11.924919873113506,-11.924919873113506,0.0,0.0,0.0,-6.112784195312701
43,1988-02-13,5.717113036864753,-12.39419319979768,-0.4731227124413899,5.717113036864753,5.717113036864753,-12.089585418272662,-12.089585418272662,-12.089585418272662,0.01216701548459768,0.01216701548459768,0.01216701548459768,-12.101752433757259,-12.101752433757259,-12.101752433757259,0.0,0.0,0.0,-6.372472381407909
44,1988-02-14,5.71888099808769,-12.030993058704734,-0.4766871929908673,5.71888099808769,5.71888099808769,-12.074635798543525,-12.074635798543525,-12.074635798543525,0.20665935131316338,0.20665935131316338,0.20665935131316338,-12.281295149856689,-12.281295149856689,-12.281295149856689,0.0,0.0,0.0,-6.355754800455835
45,1988-02-15,5.720648959310627,-12.909167077316605,-0.8407640058853512,5.720648959310627,5.720648959310627,-12.706616309960626,-12.706616309960626,-12.706616309960626,-0.24544953647663587,-0.24544953647663587,-0.24544953647663587,-12.461166773483988,-12.461166773483988,-12.461166773483988,0.0,0.0,0.0,-6.985967350649999
46,1988-02-16,5.722416920419413,-12.155537541801543,-0.9720061654386618,5.722416920419413,5.722416920419413,-12.585414636600737,-12.585414636600737,-12.585414636600737,0.053359661159444696,0.053359661159444696,0.053359661159444696,-12.63877429776018,-12.63877429776018,-12.63877429776018,0.0,0.0,0.0,-6.862997716181324
47,1988-02-17,5.724184881528198,-12.794581515650789,-1.3821368343446592,5.724184881528198,5.724184881528198,-12.826155178503749,-12.826155178503749,-12.826155178503749,-0.014807118264201839,-0.014807118264201839,-0.014807118264201839,-12.811348060239547,-12.811348060239547,-12.811348060239547,0.0,0.0,0.0,-7.1019702969755505
48,1988-02-18,5.725952842636984,-13.20418600777923,-1.1085051125945002,5.725952842636984,5.725952842636984,-13.084703138382345,-13.084703138382345,-13.084703138382345,-0.10871997537576387,-0.10871997537576387,-0.10871997537576387,-12.975983163006582,-12.975983163006582,-12.975983163006582,0.0,0.0,0.0,-7.358750295745361
49,1988-02-19,5.72772080374577,-13.365923481737404,-1.0243619337507706,5.72772080374577,5.72772080374577,-13.032895781795457,-13.032895781795457,-13.032895781795457,0.09679060215931522,0.09679060215931522,0.09679060215931522,-13.129686383954772,-13.129686383954772,-13.129686383954772,0.0,0.0,0.0,-7.305174978049687
50,1988-02-20,5.729488764854556,-13.360198327398804,-1.7590167588470316,5.729488764854556,5.729488764854556,-13.257260570930418,-13.257260570930418,-13.257260570930418,0.012167015484424068,0.012167015484424068,0.012167015484424068,-13.269427586414842,-13.269427586414842,-13.269427586414842,0.0,0.0,0.0,-7.5277718060758625
51,1988-02-21,5.731256725963341,-13.25679440852569,-1.541182514501112,5.731256725963341,5.731256725963341,-13.18553514047445,-13.18553514047445,-13.18553514047445,0.20665935131322907,0.20665935131322907,0.20665935131322907,-13.392194491787677,-13.392194491787677,-13.392194491787677,0.0,0.0,0.0,-7.4542784145111085
52,1988-02-22,5.733024687072127,-13.671246065507404,-2.226275740763837,5.733024687072127,5.733024687072127,-13.740499102626526,-13.740499102626526,-13.740499102626526,-0.2454495364768108,-0.2454495364768108,-0.2454495364768108,-13.495049566149715,-13.495049566149715,-13.495049566149715,0.0,0.0,0.0,-8.007474415554398
53,1988-02-23,5.734792648180912,-13.496203595342273,-1.8447600123980878,5.734792648180912,5.734792648180912,-13.521828029106237,-13.521828029106237,-13.521828029106237,0.05335966115920599,0.05335966115920599,0.05335966115920599,-13.575187690265443,-13.575187690265443,-13.575187690265443,0.0,0.0,0.0,-7.7870353809253245
54,1988-02-24,5.736560609289698,-14.045366052543944,-2.1213941732391057,5.736560609289698,5.736560609289698,-13.644800353704568,-13.644800353704568,-13.644800353704568,-0.014807118263987387,-0.014807118263987387,-0.014807118263987387,-13.62999323544058,-13.62999323544058,-13.62999323544058,0.0,0.0,0.0,-7.90823974441487
55,1988-02-25,5.738328570398484,-13.753437977864102,-2.370895372962591,5.738328570398484,5.738328570398484,-13.765815132049228,-13.765815132049228,-13.765815132049228,-0.10871997537539904,-0.10871997537539904,-0.10871997537539904,-13.65709515667383,-13.65709515667383,-13.65709515667383,0.0,0.0,0.0,-8.027486561650743
56,1988-02-26,5.74009653150727,-13.653851664408817,-2.1892468194719097,5.74009653150727,5.74009653150727,-13.557628137930026,-13.557628137930026,-13.557628137930026,0.09679060215903273,0.09679060215903273,0.09679060215903273,-13.654418740089058,-13.654418740089058,-13.654418740089058,0.0,0.0,0.0,-7.817531606422756
57,1988-02-27,5.741864492616055,-13.854353984772434,-1.660836520944999,5.741864492616055,5.741864492616055,-13.608065687659185,-13.608065687659185,-13.608065687659185,0.012167015484358817,0.012167015484358817,0.012167015484358817,-13.620232703143543,-13.620232703143543,-13.620232703143543,0.0,0.0,0.0,-7.866201195043129
58,1988-02-28,5.743632453724841,-13.1190387347836,-1.4670818037660702,5.743632453724841,5.743632453724841,-13.346531090811778,-13.346531090811778,-13.346531090811778,0.20665935131329477,0.20665935131329477,0.20665935131329477,-13.553190442125072,-13.553190442125072,-13.553190442125072,0.0,0.0,0.0,-7.602898637086938
59,1988-02-29,5.745400414833626,-13.864511655440399,-3.023351710416327,5.745400414833626,5.745400414833626,-13.697813886023901,-13.697813886023901,-13.697813886023901,-0.24544953647668102,-0.24544953647668102,-0.24544953647668102,-13.45236434954722,-13.45236434954722,-13.45236434954722,0.0,0.0,0.0,-7.952413471190275
60,1988-03-01,5.747168375942413,-13.826330334013608,-1.9731483360027007,5.747168375942413,5.747168375942413,-13.263912619757424,-13.263912619757424,-13.263912619757424,0.05335966115941337,0.05335966115941337,0.05335966115941337,-13.317272280916837,-13.317272280916837,-13.317272280916837,0.0,0.0,0.0,-7.516744243815011
61,1988-03-02,5.748936337051198,-13.146676454059714,-1.756520135622068,5.748936337051198,5.748936337051198,-13.16270255018813,-13.16270255018813,-13.16270255018813,-0.014807118264272811,-0.014807118264272811,-0.014807118264272811,-13.147895431923857,-13.147895431923857,-13.147895431923857,0.0,0.0,0.0,-7.413766213136931
62,1988-03-03,5.750704298159984,-13.033364740453392,-1.6222611898388948,5.750704298159984,5.750704298159984,-13.053407064022709,-13.053407064022709,-13.053407064022709,-0.10871997537568548,-0.10871997537568548,-0.10871997537568548,-12.944687088647024,-12.944687088647024,-12.944687088647024,0.0,0.0,0.0,-7.302702765862725
63,1988-03-04,5.752472259268769,-12.753818247154097,-0.9099513564131259,5.752472259268769,5.752472259268769,-12.611781327441,-12.611781327441,-12.611781327441,0.09679060215935825,0.09679060215935825,0.09679060215935825,-12.708571929600357,-12.708571929600357,-12.708571929600357,0.0,0.0,0.0,-6.85930906817223
64,1988-03-05,5.754240220377555,-12.841464920700574,-0.5663895594784938,5.754240220377555,5.754240220377555,-12.428768768250102,-12.428768768250102,-12.428768768250102,0.012167015484469126,0.012167015484469126,0.012167015484469126,-12.44093578373457,-12.44093578373457,-12.44093578373457,0.0,0.0,0.0,-6.674528547872547
65,1988-03-06,5.75600818148634,-11.66205471828325,-0.02421615542729021,5.75600818148634,5.75600818148634,-11.936946625621827,-11.936946625621827,-11.936946625621827,0.20665935131313454,0.20665935131313454,0.20665935131313454,-12.14360597693496,-12.14360597693496,-12.14360597693496,0.0,0.0,0.0,-6.180938444135487
66,1988-03-07,5.757776142595127,-12.026443993549837,-0.23878583295907607,5.757776142595127,5.757776142595127,-12.064272161678964,-12.064272161678964,-12.064272161678964,-0.24544953647655124,-0.24544953647655124,-0.24544953647655124,-11.818822625202415,-11.818822625202415,-11.818822625202415,0.0,0.0,0.0,-6.306496019083838
67,1988-03-08,5.759544103703912,-11.518519696955794,0.6517988796872124,5.759544103703912,5.759544103703912,-11.415841788510624,-11.415841788510624,-11.415841788510624,0.05335966115962075,0.05335966115962075,0.05335966115962075,-11.469201449670246,-11.469201449670246,-11.469201449670246,0.0,0.0,0.0,-5.656297684806712
68,1988-03-09,5.761312064812698,-10.948934308052964,0.5355645008664532,5.761312064812698,5.761312064812698,-11.112496009581733,-11.112496009581733,-11.112496009581733,-0.014807118264058342,-0.014807118264058342,-0.014807118264058342,-11.097688891317674,-11.097688891317674,-11.097688891317674,0.0,0.0,0.0,-5.351183944769035
69,1988-03-10,5.763080025921483,-10.92655982861215,1.0673998619912712,5.763080025921483,5.763080025921483,-10.81623046182192,-10.81623046182192,-10.81623046182192,-0.10871997537537532,-0.10871997537537532,-0.10871997537537532,-10.707510486446544,-10.707510486446544,-10.707510486446544,0.0,0.0,0.0,-5.053150435900437
70,1988-03-11,5.764847987030269,-10.512891229922152,1.1093931602892388,5.764847987030269,5.764847987030269,-10.205323020906519,-10.205323020906519,-10.205323020906519,0.09679060215907578,0.09679060215907578,0.09679060215907578,-10.302113623065594,-10.302113623065594,-10.302113623065594,0.0,0.0,0.0,-4.44047503387625
71,1988-03-12,5.766615948139054,-10.280607536658271,1.691799397398451,5.766615948139054,5.766615948139054,-9.872938913752233,-9.872938913752233,-9.872938913752233,0.012167015484403874,0.012167015484403874,0.012167015484403874,-9.885105929236637,-9.885105929236637,-9.885105929236637,0.0,0.0,0.0,-4.106322965613178
72,1988-03-13,5.768383909247841,-9.632273658775738,2.192238483976501,5.768383909247841,5.768383909247841,-9.253531292649836,-9.253531292649836,-9.253531292649836,0.2066593513133976,0.2066593513133976,0.2066593513133976,-9.460190643963232,-9.460190643963232,-9.460190643963232,0.0,0.0,0.0,-3.485147383401995
73,1988-03-14,5.770151870356626,-9.031598115514393,2.6480534449115725,5.770151870356626,5.770151870356626,-9.276549923449668,-9.276549923449668,-9.276549923449668,-0.24544953647672618,-0.24544953647672618,-0.24544953647672618,-9.031100386972941,-9.031100386972941,-9.031100386972941,0.0,0.0,0.0,-3.506398053093042
74,1988-03-15,5.771919831465412,-8.722399122611897,2.6474666980485364,5.771919831465412,5.771919831465412,-8.548171113099475,-8.548171113099475,-8.548171113099475,0.05335966115938205,0.05335966115938205,0.05335966115938205,-8.601530774258856,-8.601530774258856,-8.601530774258856,0.0,0.0,0.0,-2.776251281634063
75,1988-03-16,5.773687792574197,-8.187497502818065,3.238415104698898,5.773687792574197,5.773687792574197,-8.18988243926726,-8.18988243926726,-8.18988243926726,-0.014807118263795452,-0.014807118263795452,-0.014807118263795452,-8.175075321003463,-8.175075321003463,-8.175075321003463,0.0,0.0,0.0,-2.4161946466930626
76,1988-03-17,5.775455753682983,-7.765650546119455,4.092260351295323,5.775455753682983,5.775455753682983,-7.863883008280038,-7.863883008280038,-7.863883008280038,-0.1087199753751198,-0.1087199753751198,-0.1087199753751198,-7.755163032904918,-7.755163032904918,-7.755163032904918,0.0,0.0,0.0,-2.0884272545970557
77,1988-03-18,5.777223714791769,-7.170507523951025,4.198922129946525,5.777223714791769,5.777223714791769,-7.248209410153915,-7.248209410153915,-7.248209410153915,0.09679060215904187,0.09679060215904187,0.09679060215904187,-7.3450000123129575,-7.3450000123129575,-7.3450000123129575,0.0,0.0,0.0,-1.4709856953621463
78,1988-03-19,5.778991675900555,-6.774234482574566,4.659282136080536,5.778991675900555,5.778991675900555,-6.935349283721865,-6.935349283721865,-6.935349283721865,0.012167015484514208,0.012167015484514208,0.012167015484514208,-6.947516299206379,-6.947516299206379,-6.947516299206379,0.0,0.0,0.0,-1.1563576078213105
79,1988-03-20,5.78075963700934,-6.750704503511617,5.41970097513509,5.78075963700934,5.78075963700934,-6.358659680607281,-6.358659680607281,-6.358659680607281,0.2066593513132517,0.2066593513132517,0.2066593513132517,-6.5653190319205335,-6.5653190319205335,-6.5653190319205335,0.0,0.0,0.0,-0.5779000435979409
80,1988-03-21,5.782527598118126,-6.354237112041822,4.924622764691367,5.782527598118126,5.782527598118126,-6.446102388937078,-6.446102388937078,-6.446102388937078,-0.24544953647659634,-0.24544953647659634,-0.24544953647659634,-6.2006528524604825,-6.2006528524604825,-6.2006528524604825,0.0,0.0,0.0,-0.6635747908189522
81,1988-03-22,5.784295559226911,-5.622229155856265,5.75712665239692,5.784295559226911,5.784295559226911,-5.802008639424584,-5.802008639424584,-5.802008639424584,0.053359661159273444,0.053359661159273444,0.053359661159273444,-5.855368300583858,-5.855368300583858,-5.855368300583858,0.0,0.0,0.0,-0.017713080197673037
82,1988-03-23,5.786063520335697,-5.5631825743928935,6.51536134108668,5.786063520335697,5.786063520335697,-5.545705862739612,-5.545705862739612,-5.545705862739612,-0.01480711826412929,-0.01480711826412929,-0.01480711826412929,-5.530898744475483,-5.530898744475483,-5.530898744475483,0.0,0.0,0.0,0.24035765759608463
83,1988-03-24,5.787831481444483,-5.531390202082802,6.066819634038655,5.787831481444483,5.787831481444483,-5.336966164392911,-5.336966164392911,-5.336966164392911,-0.10871997537535157,-0.10871997537535157,-0.10871997537535157,-5.228246189017559,-5.228246189017559,-5.228246189017559,0.0,0.0,0.0,0.45086531705157196
84,1988-03-25,5.789599442553269,-5.0431708534444475,6.638285837354523,5.789599442553269,5.789599442553269,-4.851185488606675,-4.851185488606675,-4.851185488606675,0.09679060215936737,0.09679060215936737,0.09679060215936737,-4.947976090766042,-4.947976090766042,-4.947976090766042,0.0,0.0,0.0,0.9384139539465934
85,1988-03-26,5.791367403662054,-4.563531372148561,6.918464725045591,5.791367403662054,5.791367403662054,-4.678054081845014,-4.678054081845014,-4.678054081845014,0.012167015484624542,0.012167015484624542,0.012167015484624542,-4.690221097329639,-4.690221097329639,-4.690221097329639,0.0,0.0,0.0,1.1133133218170403
86,1988-03-27,5.79313536477084,-4.206902437658906,7.3107298090933455,5.79313536477084,5.79313536477084,-4.2480340719363,-4.2480340719363,-4.2480340719363,0.20665935131330312,0.20665935131330312,0.20665935131330312,-4.454693423249604,-4.454693423249604,-4.454693423249604,0.0,0.0,0.0,1.5451012928345396
87,1988-03-28,5.794903325879625,-4.433563908817279,7.381636775331502,5.794903325879625,5.794903325879625,-4.486154916369469,-4.486154916369469,-4.486154916369469,-0.24544953647677129,-0.24544953647677129,-0.24544953647677129,-4.240705379892698,-4.240705379892698,-4.240705379892698,0.0,0.0,0.0,1.308748409510156
