,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,1988-01-21,5.676449928737204,-10.871311261239624,0.7575565122214759,5.676449928737204,5.676449928737204,-10.670028058317653,-10.670028058317653,-10.670028058317653,-0.1087199753752694,-0.1087199753752694,-0.1087199753752694,-10.561308082942384,-10.561308082942384,-10.561308082942384,0.0,0.0,0.0,-4.993578129580449
21,1988-01-22,5.678217889960141,-10.171966849186953,1.2687761216147595,5.678217889960141,5.678217889960141,-10.4207719912825,-10.4207719912825,-10.4207719912825,0.09679060215940888,0.09679060215940888,0.09679060215940888,-10.517562593441909,-10.517562593441909,-10.517562593441909,0.0,0.0,0.0,-4.742554101322359
22,1988-01-23,5.679985851183077,-10.710577165229816,1.416716222256209,5.679985851183077,5.679985851183077,-10.470165433335671,-10.470165433335671,-10.470165433335671,0.012167015484442288,0.012167015484442288,0.012167015484442288,-10.482332448820115,-10.482332448820115,-10.482332448820115,0.0,0.0,0.0,-4.790179582152594
23,1988-01-24,5.681753812406014,-10.631419578391919,1.135330968450114,5.681753812406014,5.681753812406014,-10.248994053578375,-10.248994053578375,-10.248994053578375,0.2066593513134181,0.2066593513134181,0.2066593513134181,-10.455653404891795,-10.455653404891795,-10.455653404891795,0.0,0.0,0.0,-4.567240241172361
24,1988-01-25,5.683521773628952,-10.994415817759725,0.523658737827384,5.683521773628952,5.683521773628952,-10.683093077292837,-10.683093077292837,-10.683093077292837,-0.2454495364767698,-0.2454495364767698,-0.2454495364767698,-10.437643540816067,-10.437643540816067,-10.437643540816067,0.0,0.0,0.0,-4.999571303663885
25,1988-01-26,5.685289734851889,-10.590944629330115,0.6542901074291287,5.685289734851889,5.685289734851889,-10.375146723777386,-10.375146723777386,-10.375146723777386,0.0533596611595846,0.0533596611595846,0.0533596611595846,-10.428506384936972,-10.428506384936972,-10.428506384936972,0.0,0.0,0.0,-4.689856988925497
26,1988-01-27,5.687057696074825,-10.69134402578076,1.1860972294450198,5.687057696074825,5.687057696074825,-10.443335221789662,-10.443335221789662,-10.443335221789662,-0.014807118263893892,-0.014807118263893892,-0.014807118263893892,-10.428528103525768,-10.428528103525768,-10.428528103525768,0.0,0.0,0.0,-4.756277525714837
27,1988-01-28,5.6888256572977625,-10.556422881055,1.1259868919435236,5.6888256572977625,5.6888256572977625,-10.546788759402851,-10.546788759402851,-10.546788759402851,-0.10871997537555585,-0.10871997537555585,-0.10871997537555585,-10.438068784027296,-10.438068784027296,-10.438068784027296,0.0,0.0,0.0,-4.857963102105089
28,1988-01-29,5.690593618520699,-10.303916052736184,1.146162259550141,5.690593618520699,5.690593618520699,-10.36075744055726,-10.36075744055726,-10.36075744055726,0.0967906021589467,0.0967906021589467,0.0967906021589467,-10.457548042716207,-10.457548042716207,-10.457548042716207,0.0,0.0,0.0,-4.67016382203656
29,1988-01-30,5.692361579743636,-10.987832365552794,1.0645307570032512,5.692361579743636,5.692361579743636,-10.47525836335504,-10.47525836335504,-10.47525836335504,0.0121670154845526,0.0121670154845526,0.0121670154845526,-10.487425378839593,-10.487425378839593,-10.487425378839593,0.0,0.0,0.0,-4.782896783611404
30,1988-01-31,5.694129540966573,-10.838849520777412,1.1360533561642794,5.694129540966573,5.694129540966573,-10.321516526298879,-10.321516526298879,-10.321516526298879,0.20665935131325788,0.20665935131325788,0.20665935131325788,-10.528175877612139,-10.528175877612139,-10.528175877612139,0.0,0.0,0.0,-4.627386985332306
31,1988-02-01,5.69589750218951,-11.025615957951983,0.8607173969499489,5.69589750218951,5.69589750218951,-10.825711563957533,-10.825711563957533,-10.825711563957533,-0.24544953647664,-0.24544953647664,-0.24544953647664,-10.580262027480893,-10.580262027480893,-10.580262027480893,0.0,0.0,0.0,-5.129814061768023
32,1988-02-02,5.697665463412447,-10.983209284500346,0.6299531939772046,5.697665463412447,5.697665463412447,-10.590742896836735,-10.590742896836735,-10.590742896836735,0.05335966115934593,0.05335966115934593,0.05335966115934593,-10.64410255799608,-10.64410255799608,-10.64410255799608,0.0,0.0,0.0,-4.893077433424288
33,1988-02-03,5.699433424635384,-10.870774269529788,0.5595112531089809,5.699433424635384,5.699433424635384,-10.734846437422162,-10.734846437422162,-10.734846437422162,-0.014807118264179311,-0.014807118264179311,-0.014807118264179311,-10.720039319157983,-10.720039319157983,-10.720039319157983,0.0,0.0,0.0,-5.035413012786778
34,1988-02-04,5.701201385858321,-11.028688358542034,0.44445594131367844,5.701201385858321,5.701201385858321,-10.917023283132808,-10.917023283132808,-10.917023283132808,-0.10871997537524566,-0.10871997537524566,-0.10871997537524566,-10.808303307757564,-10.808303307757564,-10.808303307757564,0.0,0.0,0.0,-5.215821897274488
35,1988-02-05,5.7029693470812575,-11.275023161629973,0.3060133673963466,5.7029693470812575,5.7029693470812575,-10.812190396193113,-10.812190396193113,-10.812190396193113,0.0967906021592722,0.0967906021592722,0.0967906021592722,-10.908980998352385,-10.908980998352385,-10.908980998352385,0.0,0.0,0.0,-5.109221049111856
36,1988-02-06,5.704737308304194,-11.010261403796617,0.49186992616530234,5.704737308304194,5.704737308304194,-11.009815138908307,-11.009815138908307,-11.009815138908307,0.012167015484487346,0.012167015484487346,0.012167015484487346,-11.021982154392795,-11.021982154392795,-11.021982154392795,0.0,0.0,0.0,-5.305077830604112
37,1988-02-07,5.706505269527132,-10.58974407302477,0.8333280220211802,5.706505269527132,5.706505269527132,-10.94035092660461,-10.94035092660461,-10.94035092660461,0.20665935131332355,0.20665935131332355,0.20665935131332355,-11.147010277917934,-11.147010277917934,-11.147010277917934,0.0,0.0,0.0,-5.233845657077478
38,1988-02-08,5.708273230750068,-11.633199950422322,-0.17139888989496374,5.708273230750068,5.708273230750068,-11.52898634090596,-11.52898634090596,-11.52898634090596,-0.2454495364767657,-0.2454495364767657,-0.2454495364767657,-11.283536804429193,-11.283536804429193,-11.283536804429193,0.0,0.0,0.0,-5.820713110155891
39,1988-02-09,5.710041191973005,-11.523172187684015,0.25743351049667357,5.710041191973005,5.710041191973005,-11.377420403135496,-11.377420403135496,-11.377420403135496,0.05335966115910723,0.05335966115910723,0.05335966115910723,-11.430780064294602,-11.430780064294602,-11.430780064294602,0.0,0.0,0.0,-5.6673792111624905
40,1988-02-10,5.711809153195943,-11.899472056698812,-0.33686608727971024,5.711809153195943,5.711809153195943,-11.60249703382412,-11.60249703382412,-11.60249703382412,-0.014807118263916418,-0.014807118263916418,-0.014807118263916418,-11.587689915560205,-11.587689915560205,-11.587689915560205,0.0,0.0,0.0,-5.890687880628177
41,1988-02-11,5.71357711441888,-12.284825381018049,-0.5131318129163494,5.71357711441888,5.71357711441888,-11.861658783829531,-11.861658783829531,-11.861658783829531,-0.10871997537553209,-0.10871997537553209,-0.10871997537553209,-11.752938808454,-11.752938808454,-11.752938808454,0.0,0.0,0.0,-6.148081669410652
42,1988-02-12,5.715345075641816,-12.219858405718087,-0.15168727097431212,5.715345075641816,5.715345075641816,-11.828129270954516,-11.828129270954516,-11.828129270954516,0.09679060215898971,0.09679060215898971,0.09679060215898971,-11.924919873113506,-11.924919873113506,-11.924919873113506,0.0,0.0,0.0,-6.112784195312701
43,1988-02-13,5.717113036864753,-12.167224691092143,-0.3001373825625302,5.717113036864753,5.717113036864753,-12.089585418272662,-12.089585418272662,-12.089585418272662,0.01216701548459768,0.01216701548459768,0.01216701548459768,-12.101752433757259,-12.101752433757259,-12.101752433757259,0.0,0.0,0.0,-6.372472381407909
44,1988-02-14,5.71888099808769,-12.15484533193355,0.08742180049404784,5.71888099808769,5.71888099808769,-12.074635798543525,-12.074635798543525,-12.074635798543525,0.20665935131316338,0.20665935131316338,0.20665935131316338,-12.281295149856689,-12.281295149856689,-12.281295149856689,0.0,0.0,0.0,-6.355754800455835
45,1988-02-15,5.720648959310627,-12.767132485899724,-0.8592527761152436,5.720648959310627,5.720648959310627,-12.706616309960626,-12.706616309960626,-12.706616309960626,-0.24544953647663587,-0.24544953647663587,-0.24544953647663587,-12.461166773483988,-12.461166773483988,-12.461166773483988,0.0,0.0,0.0,-6.985967350649999
46,1988-02-16,5.722416920419413,-12.396645332003251,-0.594533864149848,5.722416920419413,5.722416920419413,-12.585414636600737,-12.585414636600737,-12.585414636600737,0.053359661159444696,0.053359661159444696,0.053359661159444696,-12.63877429776018,-12.63877429776018,-12.63877429776018,0.0,0.0,0.0,-6.862997716181324
47,1988-02-17,5.724184881528198,-12.561483077473723,-0.9883007576500522,5.724184881528198,5.724184881528198,-12.826155178503749,-12.826155178503749,-12.826155178503749,-0.014807118264201839,-0.014807118264201839,-0.014807118264201839,-12.811348060239547,-12.811348060239547,-12.811348060239547,0.0,0.0,0.0,-7.1019702969755505
48,1988-02-18,5.725952842636984,-13.2938458294161,-1.4055322798194596,5.725952842636984,5.725952842636984,-13.084703138382345,-13.084703138382345,-13.084703138382345,-0.10871997537576387,-0.10871997537576387,-0.10871997537576387,-12.975983163006582,-12.975983163006582,-12.975983163006582,0.0,0.0,0.0,-7.358750295745361
49,1988-02-19,5.72772080374577,-13.46522033042556,-1.2190450608814394,5.72772080374577,5.72772080374577,-13.032895781795457,-13.032895781795457,-13.032895781795457,0.09679060215931522,0.09679060215931522,0.09679060215931522,-13.129686383954772,-13.129686383954772,-13.129686383954772,0.0,0.0,0.0,-7.305174978049687
50,1988-02-20,5.729488764854556,-13.320261243452348,-1.5914057869957872,5.729488764854556,5.729488764854556,-13.257260570930418,-13.257260570930418,-13.257260570930418,0.012167015484424068,0.012167015484424068,0.012167015484424068,-13.269427586414842,-13.269427586414842,-13.269427586414842,0.0,0.0,0.0,-7.5277718060758625
51,1988-02-21,5.731256725963341,-13.490312213003449,-1.737794302492399,5.731256725963341,5.731256725963341,-13.18553514047445,-13.18553514047445,-13.18553514047445,0.20665935131322907,0.20665935131322907,0.20665935131322907,-13.392194491787677,-13.392194491787677,-13.392194491787677,0.0,0.0,0.0,-7.4542784145111085
52,1988-02-22,5.733024687072127,-13.764066746034823,-2.175628716680646,5.733024687072127,5.733024687072127,-13.740499102626526,-13.740499102626526,-13.740499102626526,-0.2454495364768108,-0.2454495364768108,-0.2454495364768108,-13.495049566149715,-13.495049566149715,-13.495049566149715,0.0,0.0,0.0,-8.007474415554398
53,1988-02-23,5.734792648180912,-13.887771079332978,-1.906938299190176,5.734792648180912,5.734792648180912,-13.521828029106237,-13.521828029106237,-13.521828029106237,0.05335966115920599,0.05335966115920599,0.05335966115920599,-13.575187690265443,-13.575187690265443,-13.575187690265443,0.0,0.0,0.0,-7.7870353809253245
54,1988-02-24,5.736560609289698,-13.940117591261924,-2.355645100226151,5.736560609289698,5.736560609289698,-13.644800353704568,-13.644800353704568,-13.644800353704568,-0.014807118263987387,-0.014807118263987387,-0.014807118263987387,-13.62999323544058,-13.62999323544058,-13.62999323544058,0.0,0.0,0.0,-7.90823974441487
55,1988-02-25,5.738328570398484,-13.64289457439454,-2.2145896129425897,5.738328570398484,5.738328570398484,-13.765815132049228,-13.765815132049228,-13.765815132049228,-0.10871997537539904,-0.10871997537539904,-0.10871997537539904,-13.65709515667383,-13.65709515667383,-13.65709515667383,0.0,0.0,0.0,-8.027486561650743
56,1988-02-26,5.74009653150727,-13.588292825088072,-1.7772338178257394,5.74009653150727,5.74009653150727,-13.557628137930026,-13.557628137930026,-13.557628137930026,0.09679060215903273,0.09679060215903273,0.09679060215903273,-13.654418740089058,-13.654418740089058,-13.654418740089058,0.0,0.0,0.0,-7.817531606422756
57,1988-02-27,5.741864492616055,-14.55509614459274,-1.5982971141319242,5.741864492616055,5.741864492616055,-13.608065687659185,-13.608065687659185,-13.608065687659185,0.012167015484358817,0.012167015484358817,0.012167015484358817,-13.620232703143543,-13.620232703143543,-13.620232703143543,0.0,0.0,0.0,-7.866201195043129
58,1988-02-28,5.743632453724841,-13.824252823098512,-1.6818815741076212,5.743632453724841,5.743632453724841,-13.346531090811778,-13.346531090811778,-13.346531090811778,0.20665935131329477,0.20665935131329477,0.20665935131329477,-13.553190442125072,-13.553190442125072,-13.553190442125072,0.0,0.0,0.0,-7.602898637086938
59,1988-02-29,5.745400414833626,-13.992361164920418,-2.091162751969767,5.745400414833626,5.745400414833626,-13.697813886023901,-13.697813886023901,-13.697813886023901,-0.24544953647668102,-0.24544953647668102,-0.24544953647668102,-13.45236434954722,-13.45236434954722,-13.45236434954722,0.0,0.0,0.0,-7.952413471190275
60,1988-03-01,5.747168375942413,-13.404197412713872,-1.3633151361492497,5.747168375942413,5.747168375942413,-13.263912619757424,-13.263912619757424,-13.263912619757424,0.05335966115941337,0.05335966115941337,0.05335966115941337,-13.317272280916837,-13.317272280916837,-13.317272280916837,0.0,0.0,0.0,-7.516744243815011
61,1988-03-02,5.748936337051198,-13.156393432310095,-1.781118099185335,5.748936337051198,5.748936337051198,-13.16270255018813,-13.16270255018813,-13.16270255018813,-0.014807118264272811,-0.014807118264272811,-0.014807118264272811,-13.147895431923857,-13.147895431923857,-13.147895431923857,0.0,0.0,0.0,-7.413766213136931
62,1988-03-03,5.750704298159984,-13.064765788591552,-1.56381163502664,5.750704298159984,5.750704298159984,-13.053407064022709,-13.053407064022709,-13.053407064022709,-0.10871997537568548,-0.10871997537568548,-0.10871997537568548,-12.944687088647024,-12.944687088647024,-12.944687088647024,0.0,0.0,0.0,-7.302702765862725
63,1988-03-04,5.752472259268769,-12.709597064805289,-1.2538880588718009,5.752472259268769,5.752472259268769,-12.611781327441,-12.611781327441,-12.611781327441,0.09679060215935825,0.09679060215935825,0.09679060215935825,-12.708571929600357,-12.708571929600357,-12.708571929600357,0.0,0.0,0.0,-6.85930906817223
64,1988-03-05,5.754240220377555,-12.726582716951002,-0.53638587771104,5.754240220377555,5.754240220377555,-12.428768768250102,-12.428768768250102,-12.428768768250102,0.012167015484469126,0.012167015484469126,0.012167015484469126,-12.44093578373457,-12.44093578373457,-12.44093578373457,0.0,0.0,0.0,-6.674528547872547
65,1988-03-06,5.75600818148634,-11.838444285928572,-0.3047113317234794,5.75600818148634,5.75600818148634,-11.936946625621827,-11.936946625621827,-11.936946625621827,0.20665935131313454,0.20665935131313454,0.20665935131313454,-12.14360597693496,-12.14360597693496,-12.14360597693496,0.0,0.0,0.0,-6.180938444135487
66,1988-03-07,5.757776142595127,-12.533278135072205,-0.7950596143327859,5.757776142595127,5.757776142595127,-12.064272161678964,-12.064272161678964,-12.064272161678964,-0.24544953647655124,-0.24544953647655124,-0.24544953647655124,-11.818822625202415,-11.818822625202415,-11.818822625202415,0.0,0.0,0.0,-6.306496019083838
67,1988-03-08,5.759544103703912,-11.768807307951116,0.37669543949938894,5.759544103703912,5.759544103703912,-11.415841788510624,-11.415841788510624,-11.415841788510624,0.05335966115962075,0.05335966115962075,0.05335966115962075,-11.469201449670246,-11.469201449670246,-11.469201449670246,0.0,0.0,0.0,-5.656297684806712
68,1988-03-09,5.761312064812698,-10.889185700074133,0.6572540342075383,5.761312064812698,5.761312064812698,-11.112496009581733,-11.112496009581733,-11.112496009581733,-0.014807118264058342,-0.014807118264058342,-0.014807118264058342,-11.097688891317674,-11.097688891317674,-11.097688891317674,0.0,0.0,0.0,-5.351183944769035
69,1988-03-10,5.763080025921483,-10.366046692069803,0.8267990421139136,5.763080025921483,5.763080025921483,-10.81623046182192,-10.81623046182192,-10.81623046182192,-0.10871997537537532,-0.10871997537537532,-0.10871997537537532,-10.707510486446544,-10.707510486446544,-10.707510486446544,0.0,0.0,0.0,-5.053150435900437
70,1988-03-11,5.764847987030269,-10.118609711943503,0.7305119434788105,5.764847987030269,5.764847987030269,-10.205323020906519,-10.205323020906519,-10.205323020906519,0.09679060215907578,0.09679060215907578,0.09679060215907578,-10.302113623065594,-10.302113623065594,-10.302113623065594,0.0,0.0,0.0,-4.44047503387625
71,1988-03-12,5.766615948139054,-9.82634979971501,1.9586961659150817,5.766615948139054,5.766615948139054,-9.872938913752233,-9.872938913752233,-9.872938913752233,0.012167015484403874,0.012167015484403874,0.012167015484403874,-9.885105929236637,-9.885105929236637,-9.885105929236637,0.0,0.0,0.0,-4.106322965613178
72,1988-03-13,5.768383909247841,-9.229347008110981,2.646264600091332,5.768383909247841,5.768383909247841,-9.253531292649836,-9.253531292649836,-9.253531292649836,0.2066593513133976,0.2066593513133976,0.2066593513133976,-9.460190643963232,-9.460190643963232,-9.460190643963232,0.0,0.0,0.0,-3.485147383401995
73,1988-03-14,5.770151870356626,-9.140212274016108,2.3840722253028,5.770151870356626,5.770151870356626,-9.276549923449668,-9.276549923449668,-9.276549923449668,-0.24544953647672618,-0.24544953647672618,-0.24544953647672618,-9.031100386972941,-9.031100386972941,-9.031100386972941,0.0,0.0,0.0,-3.506398053093042
74,1988-03-15,5.771919831465412,-8.91372496968886,2.5719605533691676,5.771919831465412,5.771919831465412,-8.548171113099475,-8.548171113099475,-8.548171113099475,0.05335966115938205,0.05335966115938205,0.05335966115938205,-8.601530774258856,-8.601530774258856,-8.601530774258856,0.0,0.0,0.0,-2.776251281634063
75,1988-03-16,5.773687792574197,-8.07547992400411,3.4381871709539458,5.773687792574197,5.773687792574197,-8.18988243926726,-8.18988243926726,-8.18988243926726,-0.014807118263795452,-0.014807118263795452,-0.014807118263795452,-8.175075321003463,-8.175075321003463,-8.175075321003463,0.0,0.0,0.0,-2.4161946466930626
76,1988-03-17,5.775455753682983,-8.15380212262798,3.242945762998826,5.775455753682983,5.775455753682983,-7.863883008280038,-7.863883008280038,-7.863883008280038,-0.1087199753751198,-0.1087199753751198,-0.1087199753751198,-7.755163032904918,-7.755163032904918,-7.755163032904918,0.0,0.0,0.0,-2.0884272545970557
77,1988-03-18,5.777223714791769,-7.29318132092024,4.330869124225657,5.777223714791769,5.777223714791769,-7.248209410153915,-7.248209410153915,-7.248209410153915,0.09679060215904187,0.09679060215904187,0.09679060215904187,-7.3450000123129575,-7.3450000123129575,-7.3450000123129575,0.0,0.0,0.0,-1.4709856953621463
78,1988-03-19,5.778991675900555,-6.90875727196368,4.337238928568155,5.778991675900555,5.778991675900555,-6.935349283721865,-6.935349283721865,-6.935349283721865,0.012167015484514208,0.012167015484514208,0.012167015484514208,-6.947516299206379,-6.947516299206379,-6.947516299206379,0.0,0.0,0.0,-1.1563576078213105
79,1988-03-20,5.78075963700934,-6.388729904497288,5.321012560080839,5.78075963700934,5.78075963700934,-6.358659680607281,-6.358659680607281,-6.358659680607281,0.2066593513132517,0.2066593513132517,0.2066593513132517,-6.5653190319205335,-6.5653190319205335,-6.5653190319205335,0.0,0.0,0.0,-0.5779000435979409
80,1988-03-21,5.782527598118126,-6.946802856118533,5.356104296392568,5.782527598118126,5.782527598118126,-6.446102388937078,-6.446102388937078,-6.446102388937078,-0.24544953647659634,-0.24544953647659634,-0.24544953647659634,-6.2006528524604825,-6.2006528524604825,-6.2006528524604825,0.0,0.0,0.0,-0.6635747908189522
81,1988-03-22,5.784295559226911,-5.670713499885199,6.0485873422405,5.784295559226911,5.784295559226911,-5.802008639424584,-5.802008639424584,-5.802008639424584,0.053359661159273444,0.053359661159273444,0.053359661159273444,-5.855368300583858,-5.855368300583858,-5.855368300583858,0.0,0.0,0.0,-0.017713080197673037
82,1988-03-23,5.786063520335697,-5.694866304057478,6.045959661232454,5.786063520335697,5.786063520335697,-5.545705862739612,-5.545705862739612,-5.545705862739612,-0.01480711826412929,-0.01480711826412929,-0.01480711826412929,-5.530898744475483,-5.530898744475483,-5.530898744475483,0.0,0.0,0.0,0.24035765759608463
83,1988-03-24,5.787831481444483,-5.676599082340008,6.421697663481389,5.787831481444483,5.787831481444483,-5.336966164392911,-5.336966164392911,-5.336966164392911,-0.10871997537535157,-0.10871997537535157,-0.10871997537535157,-5.228246189017559,-5.228246189017559,-5.228246189017559,0.0,0.0,0.0,0.45086531705157196
84,1988-03-25,5.789599442553269,-4.547774313949002,6.592140224234699,5.789599442553269,5.789599442553269,-4.851185488606675,-4.851185488606675,-4.851185488606675,0.09679060215936737,0.09679060215936737,0.09679060215936737,-4.947976090766042,-4.947976090766042,-4.947976090766042,0.0,0.0,0.0,0.9384139539465934
85,1988-03-26,5.791367403662054,-4.8762464684869276,6.74555906364518,5.791367403662054,5.791367403662054,-4.678054081845014,-4.678054081845014,-4.678054081845014,0.012167015484624542,0.012167015484624542,0.012167015484624542,-4.690221097329639,-4.690221097329639,-4.690221097329639,0.0,0.0,0.0,1.1133133218170403
86,1988-03-27,5.79313536477084,-4.100308379702694,7.376317706388528,5.79313536477084,5.79313536477084,-4.2480340719363,-4.2480340719363,-4.2480340719363,0.20665935131330312,0.20665935131330312,0.20665935131330312,-4.454693423249604,-4.454693423249604,-4.454693423249604,0.0,0.0,0.0,1.5451012928345396
87,1988-03-28,5.794903325879625,-4.432646572928013,7.816344009123116,5.794903325879625,5.794903325879625,-4.486154916369469,-4.486154916369469,-4.486154916369469,-0.24544953647677129,-0.24544953647677129,-0.24544953647677129,-4.240705379892698,-4.240705379892698,-4.240705379892698,0.0,0.0,0.0,1.308748409510156
